uniqueid,jointTripNum,hhid,pnum,userClass,tourNum,tourSubTourNum,personTripNum,tourTripNum,mainTourTripNum,subTourTripNum,jointTourNum,jointTripRole,direction,obBundleNum,ibBundleNum,escortingRole,jointSpecEvtTour,party,origTaz,origMaz,destTaz,destMaz,origPurp,destPurp,mode,prelimDepartInterval,finalDepartMinute,tripDistance,prelimArriveInterval,finalArriveMinute,activityMinutesAtDest,pnrParkTaz,pnrParkMaz, vot
14,0,1879,5,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 5 ]",65,25410,367,25755,42,0,2,63,946.6575045816809,3.60,64,951.93,484.43,0,0,21.77692752937497
15,0,1879,6,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 6 ]",367,25755,86,24701,0,8,1,21,313.8575167887122,9.14,22,326.78,240.16,0,0,30.667240975338622
16,0,1879,6,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 6 ]",86,24701,367,25755,8,0,1,37,560.5774874918371,9.14,39,579.37,856.99,0,0,30.667240975338622
1,0,1880,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",367,25773,57,24306,0,61,1,37,544.1187195971874,9.15,38,558.65,86.27,0,0,0.07383490934014841
2,0,1880,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",57,24306,97,23836,61,8,1,44,648.2987122729686,1.92,44,653.65,0.11,0,0,0.07383490934014841
3,0,1880,1,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",97,23836,367,25773,8,0,1,45,657.1387391284374,8.49,46,673.77,752.85,0,0,0.07383490934014841
1,0,1881,1,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",367,25775,481,481,0,1,1,26,389.37229028827886,4.00,27,394.91,571.33,0,0,21.613698613941597
2,0,1881,1,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",481,481,367,25775,1,0,1,64,959.3722902882788,4.00,65,964.91,31.33,0,0,21.613698613941597
3,0,1881,1,3,2,0,3,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",367,25775,392,25419,0,9,1,66,989.3722902882788,5.86,67,998.66,37.44,0,0,22.896309789097653
4,0,1881,1,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",392,25419,66,25124,9,5,1,69,1029.2323366749977,2.59,69,1033.95,12.33,0,0,22.896309789097653
5,0,1881,1,3,2,0,5,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",66,25124,66,25124,5,9,1,69,1039.412329350779,0.17,69,1039.86,11.76,0,0,22.896309789097653
6,0,1881,1,3,2,0,6,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",66,25124,367,25775,9,0,1,70,1044.7522951710914,7.31,71,1059.15,377.72,0,0,22.896309789097653
7,0,1881,2,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",367,25775,43,24547,0,1,1,18,269.37229028827886,11.28,20,283.83,517.41,0,0,13.240832380791284
8,0,1881,2,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",43,24547,134,23283,1,62,1,53,794.3722902882788,4.62,54,805.97,9.51,0,0,13.240832380791284
9,0,1881,2,2,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",134,23283,367,25775,62,0,1,54,808.6122805226538,16.99,56,838.92,597.95,0,0,13.240832380791284
10,0,1881,3,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",367,25775,481,481,0,1,2,28,419.37229028827886,4.00,29,424.91,556.33,0,0,21.657016704385043
11,0,1881,3,1,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",481,481,367,25775,1,0,2,65,974.3722902882788,4.00,66,979.91,31.33,0,0,21.657016704385043
12,0,1881,3,3,2,0,3,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",367,25775,174,25163,0,5,2,67,1004.3722902882788,5.50,68,1011.95,28.29,0,0,22.96977583558943
13,0,1881,3,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",174,25163,367,25775,5,0,2,69,1033.372290288279,5.50,70,1040.95,395.92,0,0,22.96977583558943
14,0,1881,4,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 4 ]",367,25775,481,481,0,1,2,41,614.3722902882788,4.00,42,619.91,511.33,0,0,18.664450098923297
15,0,1881,4,1,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 4 ]",481,481,367,25775,1,0,2,75,1124.372290288279,4.00,76,1129.91,306.96,0,0,18.664450098923297
1,1,1882,1,2,1,0,1,1,1,0,0,0,1,1,0,1,0,"[ 1,3 ]",367,25776,87,24788,0,412,3,22,327.9558504695225,5.77,23,338.80,11.16,0,0,10.418241946107871
2,0,1882,1,2,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 1 ]",87,24788,59,24662,412,1,3,23,344.49585901444436,5.91,24,352.76,280.66,0,0,10.418241946107871
3,0,1882,1,2,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",59,24662,367,25776,1,0,3,42,627.9558504695225,9.68,43,647.88,180.54,0,0,10.418241946107871
4,0,1882,1,2,2,0,4,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",367,25776,94,23438,0,15,1,55,822.9558504695225,9.00,56,841.83,341.31,0,0,10.418241946107871
5,0,1882,1,2,2,0,5,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",94,23438,94,23438,15,15,1,79,1177.6758211726474,0.14,79,1178.08,10.34,0,0,10.418241946107871
6,0,1882,1,2,2,0,6,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",94,23438,367,25776,15,0,1,79,1182.9558504695224,8.91,80,1201.16,234.30,0,0,10.418241946107871
7,0,1882,2,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",367,25776,336,26624,0,1,1,21,312.9558504695225,20.69,24,338.24,340.18,0,0,33.72495956848112
8,0,1882,2,3,1,1,2,1,0,1,0,0,1,0,0,0,0,"[ 2 ]",336,26624,376,26843,1,72,2,45,672.9558504695225,1.39,45,675.91,12.23,0,0,54.690785490646334
9,0,1882,2,3,1,1,3,2,0,2,0,0,2,0,0,0,0,"[ 2 ]",376,26843,336,26624,72,1,2,46,682.6758211726475,1.39,46,686.15,105.77,0,0,54.690785490646334
10,0,1882,2,2,1,0,4,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",336,26624,87,24788,1,412,1,53,786.4558504695225,24.28,56,829.93,6.99,0,0,33.72495956848112
11,2,1882,2,2,1,0,5,3,3,0,0,0,2,0,1,1,0,"[ 2,3 ]",87,24788,367,25776,412,0,2,56,831.4558504695225,5.77,56,843.14,75.28,0,0,33.72495956848112
12,3,1882,2,3,2,0,6,1,1,0,1,1,1,0,0,0,0,"[ 2,3 ]",367,25776,174,25159,0,5,2,61,912.9558504695225,5.50,62,920.46,47.16,0,0,54.690785490646334
13,4,1882,2,3,2,0,7,2,2,0,1,1,2,0,0,0,0,"[ 2,3 ]",174,25159,171,24618,5,5,2,64,962.1558016413975,1.69,65,965.46,10.54,0,0,54.690785490646334
14,5,1882,2,3,2,0,8,3,3,0,1,1,2,0,0,0,0,"[ 2,3 ]",171,24618,185,23445,5,5,2,65,970.53580652421,1.57,65,974.46,9.68,0,0,54.690785490646334
15,6,1882,2,3,2,0,9,4,4,0,1,1,2,0,0,0,0,"[ 2,3 ]",185,23445,367,25776,5,0,2,65,978.6758211726475,9.64,67,998.46,24.96,0,0,54.690785490646334
16,0,1882,2,3,3,0,10,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",367,25776,391,25168,0,8,2,68,1017.9558504695225,7.86,69,1030.42,47.28,0,0,54.690785490646334
17,0,1882,2,3,3,0,11,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",391,25168,367,25776,8,0,2,72,1072.2358797663974,7.86,73,1084.70,350.76,0,0,54.690785490646334
18,1,1882,3,3,1,0,1,1,1,0,0,0,1,1,0,2,0,"[ 1,3 ]",367,25776,87,24788,0,3,4,22,327.9558504695225,5.77,23,338.80,498.12,0,0,9.445803505451737
19,2,1882,3,3,1,0,2,2,2,0,0,0,2,0,1,2,0,"[ 2,3 ]",87,24788,367,25776,3,0,4,56,831.4558504695225,5.77,56,843.14,75.28,0,0,9.445803505451737
20,3,1882,3,3,2,0,3,1,1,0,1,2,1,0,0,0,0,"[ 2,3 ]",367,25776,174,25159,0,5,4,61,912.9558504695225,5.50,62,920.46,47.16,0,0,9.445803505451737
21,4,1882,3,3,2,0,4,2,2,0,1,2,2,0,0,0,0,"[ 2,3 ]",174,25159,171,24618,5,5,4,64,962.1558016413975,1.69,65,965.46,10.54,0,0,9.445803505451737
22,5,1882,3,3,2,0,5,3,3,0,1,2,2,0,0,0,0,"[ 2,3 ]",171,24618,185,23445,5,5,4,65,970.53580652421,1.57,65,974.46,9.68,0,0,9.445803505451737
23,6,1882,3,3,2,0,6,4,4,0,1,2,2,0,0,0,0,"[ 2,3 ]",185,23445,367,25776,5,0,4,65,978.6758211726475,9.64,67,998.46,437.00,0,0,9.445803505451737
1,0,1883,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",367,25816,66,25124,0,73,2,62,916.0260434274368,7.31,63,930.42,94.52,0,0,3.0078306258216094
2,0,1883,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",66,25124,367,25816,73,0,2,70,1031.4060483102494,7.31,71,1045.81,377.72,0,0,3.0078306258216094
1,1,1884,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,"[ 1,4 ]",368,25764,163,23403,0,412,2,15,213.06958116903544,15.70,17,233.66,11.38,0,0,5.875622612563527
2,0,1884,1,1,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 1 ]",163,23403,287,20954,412,1,1,17,249.46957506551982,14.21,19,266.35,602.29,0,0,5.875622612563527
3,0,1884,1,1,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",287,20954,368,25764,1,0,1,59,873.0695811690355,30.38,63,923.48,502.09,0,0,5.875622612563527
4,0,1884,2,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",368,25764,44,25142,0,3,17,18,258.0695811690355,14.75,20,274.79,443.85,0,0,10.116520913323962
5,0,1884,2,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",44,25142,368,25764,3,0,17,49,723.0695811690355,14.75,51,746.10,679.47,0,0,10.116520913323962
6,0,1884,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",368,25764,59,24621,0,62,17,21,303.0695811690355,12.11,23,317.00,10.14,0,0,3.427339644359289
7,0,1884,3,3,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 3 ]",59,24621,106,22353,62,3,17,23,331.5695811690355,7.45,24,340.82,392.82,0,0,3.427339644359289
8,0,1884,3,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 3 ]",106,22353,106,22623,3,9,17,50,738.0695811690355,0.54,50,739.25,0.47,0,0,3.427339644359289
9,0,1884,3,3,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 3 ]",106,22623,368,25764,9,0,17,50,744.1495982588792,11.69,52,765.95,659.62,0,0,3.427339644359289
10,1,1884,4,3,1,0,1,1,1,0,0,0,1,1,0,2,0,"[ 1,4 ]",368,25764,163,23403,0,3,4,15,213.06958116903544,15.70,17,233.66,559.98,0,0,2.258555726819334
11,0,1884,4,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 4 ]",163,23403,368,25764,3,0,4,54,798.0695811690355,17.26,56,826.27,599.30,0,0,2.258555726819334
1,0,1885,1,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",368,25764,106,22352,0,1,1,19,279.89774191339563,11.69,21,299.28,508.02,0,0,5.116634162916864
2,0,1885,1,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",106,22352,368,25764,1,0,1,54,804.8977419133956,11.69,56,826.70,605.70,0,0,5.116634162916864
1,0,1886,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",368,25764,56,24451,0,3,17,22,322.5682034360829,11.36,24,336.56,466.08,0,0,14.71196419424918
2,0,1886,3,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",56,24451,370,26029,3,9,17,54,802.5682034360829,13.88,56,826.15,9.25,0,0,14.71196419424918
3,0,1886,3,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 3 ]",370,26029,368,25764,9,0,17,56,835.3282132017079,2.27,56,839.18,98.46,0,0,14.71196419424918
4,0,1886,3,3,2,0,4,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",368,25764,66,25124,0,73,4,63,937.5682034360829,9.74,64,953.59,199.57,0,0,14.71196419424918
5,0,1886,3,3,2,0,5,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",66,25124,368,25764,73,0,4,77,1153.088222967333,9.74,79,1169.29,260.78,0,0,14.71196419424918
6,0,1886,4,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 4 ]",368,25764,358,26241,0,3,17,20,292.5682034360829,10.82,21,306.48,436.16,0,0,8.366201307910949
7,0,1886,4,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 4 ]",358,26241,368,25764,3,0,17,50,742.5682034360829,10.82,51,759.99,670.08,0,0,8.366201307910949
1,0,1887,2,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",368,25771,365,25812,0,71,2,14,204.27520339010783,4.52,15,211.17,8.93,0,0,12.279771783291404
2,0,1887,2,2,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 2 ]",365,25812,100,22658,71,1,1,15,218.31519667624065,9.42,16,232.85,153.21,0,0,12.279771783291404
3,0,1887,2,2,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",100,22658,368,25771,1,0,1,26,384.27520339010783,12.53,28,407.31,113.75,0,0,12.279771783291404
4,0,1887,2,2,2,0,4,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",368,25771,92,23756,0,15,1,35,519.2752033901078,11.45,37,539.80,321.16,0,0,12.279771783291404
5,0,1887,2,2,2,0,5,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",92,23756,92,23756,15,15,1,58,859.1752278041703,0.05,58,859.37,6.69,0,0,12.279771783291404
6,0,1887,2,2,2,0,6,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",92,23756,17,23643,15,73,1,58,864.2752033901078,2.28,58,870.46,5.16,0,0,12.279771783291404
7,0,1887,2,2,2,0,7,4,4,0,0,0,2,0,0,0,0,"[ 2 ]",17,23643,368,25771,73,0,1,59,873.8352009487015,13.66,60,899.04,132.02,0,0,12.279771783291404
8,1,1887,2,3,3,0,8,1,1,0,1,1,1,0,0,0,0,"[ 2,5 ]",368,25771,174,25163,0,5,2,69,1029.275203390108,9.13,70,1043.78,10.54,0,0,10.334412831300147
9,2,1887,2,3,3,0,9,2,2,0,1,1,1,0,0,0,0,"[ 2,5 ]",174,25163,174,25197,5,5,2,71,1052.535213155733,0.19,71,1052.78,57.12,0,0,10.334412831300147
10,3,1887,2,3,3,0,10,3,3,0,1,1,2,0,0,0,0,"[ 2,5 ]",174,25197,174,25159,5,5,2,74,1108.1151692104204,0.19,74,1107.78,7.50,0,0,10.334412831300147
11,4,1887,2,3,3,0,11,4,4,0,1,1,2,0,0,0,0,"[ 2,5 ]",174,25159,66,25124,5,5,2,75,1113.495174093233,0.45,75,1113.78,7.40,0,0,10.334412831300147
12,5,1887,2,3,3,0,12,5,5,0,1,1,2,0,0,0,0,"[ 2,5 ]",66,25124,67,25061,5,5,2,75,1119.3951985072954,0.42,75,1119.78,7.24,0,0,10.334412831300147
13,6,1887,2,3,3,0,13,6,6,0,1,1,2,0,0,0,0,"[ 2,5 ]",67,25061,368,25771,5,0,2,75,1125.235164327608,9.52,77,1140.78,291.00,0,0,10.334412831300147
14,0,1887,4,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 4 ]",368,25771,61,24772,0,61,17,17,249.27520339010783,10.33,18,262.04,14.52,0,0,6.216117022297365
15,0,1887,4,3,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 4 ]",61,24772,358,26241,61,3,17,19,274.77520339010783,10.67,20,287.15,443.91,0,0,6.216117022297365
16,0,1887,4,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 4 ]",358,26241,368,25771,3,0,17,49,729.2752033901078,10.82,50,746.70,685.08,0,0,6.216117022297365
17,0,1887,5,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 5 ]",368,25771,174,25159,0,5,1,46,684.2752033901078,9.13,47,699.31,-6.51,0,0,4.020240932959047
18,0,1887,5,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 5 ]",174,25159,368,25771,5,0,1,46,691.0151936244828,9.13,48,706.06,325.00,0,0,4.020240932959047
19,1,1887,5,3,2,0,3,1,1,0,1,2,1,0,0,0,0,"[ 2,5 ]",368,25771,174,25163,0,5,4,69,1029.275203390108,9.13,70,1043.78,10.54,0,0,4.020240932959047
20,2,1887,5,3,2,0,4,2,2,0,1,2,1,0,0,0,0,"[ 2,5 ]",174,25163,174,25197,5,5,4,71,1052.535213155733,0.19,71,1052.78,57.12,0,0,4.020240932959047
21,3,1887,5,3,2,0,5,3,3,0,1,2,2,0,0,0,0,"[ 2,5 ]",174,25197,174,25159,5,5,4,74,1108.1151692104204,0.19,74,1107.78,7.50,0,0,4.020240932959047
22,4,1887,5,3,2,0,6,4,4,0,1,2,2,0,0,0,0,"[ 2,5 ]",174,25159,66,25124,5,5,4,75,1113.495174093233,0.45,75,1113.78,7.40,0,0,4.020240932959047
23,5,1887,5,3,2,0,7,5,5,0,1,2,2,0,0,0,0,"[ 2,5 ]",66,25124,67,25061,5,5,4,75,1119.3951985072954,0.42,75,1119.78,7.24,0,0,4.020240932959047
24,6,1887,5,3,2,0,8,6,6,0,1,2,2,0,0,0,0,"[ 2,5 ]",67,25061,368,25771,5,0,4,75,1125.235164327608,9.52,77,1140.78,291.00,0,0,4.020240932959047
1,0,1888,2,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",369,25911,59,24621,0,1,1,13,185.0730736448575,13.20,15,199.77,127.27,0,0,16.11396050960312
2,0,1888,2,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",59,24621,57,24754,1,15,1,23,329.47306754134183,0.30,23,330.29,2.35,0,0,16.11396050960312
3,0,1888,2,2,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",57,24754,369,25911,15,0,1,23,335.07307364485746,15.98,25,351.41,161.23,0,0,16.11396050960312
4,0,1888,2,3,2,0,4,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",369,25911,67,25061,0,72,1,35,515.0730736448575,10.95,36,532.91,57.83,0,0,15.024234326675508
5,0,1888,2,3,2,0,5,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",67,25061,369,25911,72,0,1,40,593.173049230795,10.95,42,611.22,126.42,0,0,15.024234326675508
6,0,1888,2,3,3,0,6,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",369,25911,87,25067,0,411,2,50,740.0730736448575,7.80,51,756.31,1.93,0,0,15.024234326675508
7,1,1888,2,3,3,0,7,2,2,0,0,0,2,0,1,1,0,"[ 2,3 ]",87,25067,18,22250,411,5,2,51,760.673049230795,9.97,53,784.06,-0.88,0,0,15.024234326675508
8,2,1888,2,3,3,0,8,3,3,0,0,0,2,0,1,1,0,"[ 2,3 ]",18,22250,174,25163,5,5,2,53,785.6130516722012,7.05,54,803.24,-0.96,0,0,15.024234326675508
9,3,1888,2,3,3,0,9,4,4,0,0,0,2,0,1,1,0,"[ 2,3 ]",174,25163,172,25193,5,8,2,54,804.713088293295,0.72,54,806.74,1.98,0,0,15.024234326675508
10,4,1888,2,3,3,0,10,5,5,0,0,0,2,0,1,1,0,"[ 2,3 ]",172,25193,369,25911,8,0,2,55,811.1530907347012,10.81,56,829.42,598.15,0,0,15.024234326675508
11,0,1888,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",369,25911,87,25067,0,3,4,22,320.07307364485746,7.80,23,335.75,422.49,0,0,5.291498274469944
12,1,1888,3,3,1,0,2,2,2,0,0,0,2,0,1,2,0,"[ 2,3 ]",87,25067,18,22250,2,5,4,51,760.673049230795,9.97,53,784.06,-0.88,0,0,5.291498274469944
13,2,1888,3,3,1,0,3,3,3,0,0,0,2,0,1,2,0,"[ 2,3 ]",18,22250,174,25163,5,5,4,53,785.6130516722012,7.05,54,803.24,-0.96,0,0,5.291498274469944
14,3,1888,3,3,1,0,4,4,4,0,0,0,2,0,1,2,0,"[ 2,3 ]",174,25163,172,25193,5,8,4,54,804.713088293295,0.72,54,806.74,1.98,0,0,5.291498274469944
15,4,1888,3,3,1,0,5,5,5,0,0,0,2,0,1,2,0,"[ 2,3 ]",172,25193,369,25911,8,0,4,55,811.1530907347012,10.81,56,829.42,43.22,0,0,5.291498274469944
16,0,1888,3,3,2,0,6,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",369,25911,174,25163,0,5,4,59,875.0730736448575,10.56,60,892.43,59.09,0,0,5.291498274469944
17,0,1888,3,3,2,0,7,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",174,25163,369,25911,5,0,4,64,953.95307852767,10.56,66,971.32,456.25,0,0,5.291498274469944
1,0,1889,2,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",369,25911,358,26241,0,3,4,16,230.0553406254175,9.43,17,244.38,568.24,0,0,9.400136811921199
2,0,1889,2,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",358,26241,369,25911,3,0,4,55,815.0553406254174,9.43,56,829.89,597.67,0,0,9.400136811921199
3,0,1889,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",369,25911,19,23642,0,3,17,18,260.0553406254175,14.44,20,280.22,472.40,0,0,5.665907079212203
4,0,1889,3,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",19,23642,369,25911,3,0,17,51,755.0553406254174,14.44,53,785.26,642.30,0,0,5.665907079212203
5,1,1889,4,3,1,0,1,1,1,0,1,2,1,0,0,0,0,"[ 5,4 ]",369,25911,134,23208,0,6,4,64,950.0553406254174,16.45,66,979.56,96.86,0,0,15.486922655452608
6,2,1889,4,3,1,0,2,2,2,0,1,2,2,0,0,0,0,"[ 5,4 ]",134,23208,134,23159,6,9,4,73,1078.85526738323,0.12,73,1078.56,3.10,0,0,15.486922655452608
7,3,1889,4,3,1,0,3,3,3,0,1,2,2,0,0,0,0,"[ 5,4 ]",134,23159,18,22250,9,6,4,73,1084.095257617605,3.49,73,1091.56,2.08,0,0,15.486922655452608
8,4,1889,4,3,1,0,4,4,4,0,1,2,2,0,0,0,0,"[ 5,4 ]",18,22250,206,22387,6,6,4,74,1096.075238086355,1.09,74,1097.56,3.26,0,0,15.486922655452608
9,5,1889,4,3,1,0,5,5,5,0,1,2,2,0,0,0,0,"[ 5,4 ]",206,22387,140,22668,6,6,4,74,1103.2552917972926,0.81,74,1104.56,2.88,0,0,15.486922655452608
10,6,1889,4,3,1,0,6,6,6,0,1,2,2,0,0,0,0,"[ 5,4 ]",140,22668,207,22179,6,5,4,75,1109.87528691448,1.07,75,1111.56,3.02,0,0,15.486922655452608
11,7,1889,4,3,1,0,7,7,7,0,1,2,2,0,0,0,0,"[ 5,4 ]",207,22179,369,25911,5,0,4,75,1117.0153015629176,19.02,78,1152.56,275.00,0,0,15.486922655452608
12,0,1889,5,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 5 ]",369,25911,444,444,0,1,1,10,140.0553406254175,13.60,12,163.90,528.72,0,0,15.198954298649841
13,0,1889,5,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 5 ]",444,444,369,25911,1,0,1,47,695.0553406254174,13.56,49,718.43,19.19,0,0,15.198954298649841
14,0,1889,5,3,2,0,3,1,1,0,0,0,1,0,0,0,0,"[ 5 ]",369,25911,67,25061,0,9,3,50,740.0553406254174,10.95,51,757.90,132.10,0,0,15.751933798447991
15,0,1889,5,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 5 ]",67,25061,171,24618,9,72,3,60,892.43534550823,1.43,60,895.75,2.11,0,0,15.751933798447991
16,0,1889,5,3,2,0,5,3,3,0,0,0,2,0,0,0,0,"[ 5 ]",171,24618,67,25061,72,73,3,61,900.2953308597924,1.43,61,903.48,2.24,0,0,15.751933798447991
17,0,1889,5,3,2,0,6,4,4,0,0,0,2,0,0,0,0,"[ 5 ]",67,25061,369,25911,73,0,3,61,908.155316211355,10.95,63,926.19,21.43,0,0,15.751933798447991
18,1,1889,5,3,3,0,7,1,1,0,1,1,1,0,0,0,0,"[ 5,4 ]",369,25911,134,23208,0,6,3,64,950.0553406254174,16.45,66,979.56,96.86,0,0,15.751933798447991
19,2,1889,5,3,3,0,8,2,2,0,1,1,2,0,0,0,0,"[ 5,4 ]",134,23208,134,23159,6,9,3,73,1078.85526738323,0.12,73,1078.56,3.10,0,0,15.751933798447991
20,3,1889,5,3,3,0,9,3,3,0,1,1,2,0,0,0,0,"[ 5,4 ]",134,23159,18,22250,9,6,3,73,1084.095257617605,3.49,73,1091.56,2.08,0,0,15.751933798447991
21,4,1889,5,3,3,0,10,4,4,0,1,1,2,0,0,0,0,"[ 5,4 ]",18,22250,206,22387,6,6,3,74,1096.075238086355,1.09,74,1097.56,3.26,0,0,15.751933798447991
22,5,1889,5,3,3,0,11,5,5,0,1,1,2,0,0,0,0,"[ 5,4 ]",206,22387,140,22668,6,6,3,74,1103.2552917972926,0.81,74,1104.56,2.88,0,0,15.751933798447991
23,6,1889,5,3,3,0,12,6,6,0,1,1,2,0,0,0,0,"[ 5,4 ]",140,22668,207,22179,6,5,3,75,1109.87528691448,1.07,75,1111.56,3.02,0,0,15.751933798447991
24,7,1889,5,3,3,0,13,7,7,0,1,1,2,0,0,0,0,"[ 5,4 ]",207,22179,369,25911,5,0,3,75,1117.0153015629176,19.02,78,1152.56,275.00,0,0,15.751933798447991
1,0,1890,1,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",369,25911,481,481,0,1,1,11,159.242159920971,1.91,11,162.38,388.60,0,0,18.590164895536688
2,0,1890,1,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",481,481,369,25911,1,0,1,37,549.2421599209711,1.91,37,552.38,58.60,0,0,18.590164895536688
3,1,1890,1,3,2,0,3,1,1,0,1,1,1,0,0,0,0,"[ 1,3 ]",369,25911,86,24701,0,6,2,41,609.2421599209711,8.60,42,626.74,54.90,0,0,17.28246962154423
4,2,1890,1,3,2,0,4,2,2,0,1,1,2,0,0,0,0,"[ 1,3 ]",86,24701,87,25062,6,9,2,46,679.9021941006586,1.46,46,681.74,7.82,0,0,17.28246962154423
5,3,1890,1,3,2,0,5,3,3,0,1,1,2,0,0,0,0,"[ 1,3 ]",87,25062,66,25124,9,5,2,46,687.8221770108148,4.55,47,695.74,7.92,0,0,17.28246962154423
6,4,1890,1,3,2,0,6,4,4,0,1,1,2,0,0,0,0,"[ 1,3 ]",66,25124,369,25911,5,0,2,47,701.9221525967523,11.16,49,719.74,56.24,0,0,17.28246962154423
7,5,1890,1,3,3,0,7,1,1,0,2,2,1,0,0,0,0,"[ 2,1 ]",369,25911,369,25909,0,9,4,52,774.2421599209711,0.73,52,774.74,24.78,0,0,17.28246962154423
8,6,1890,1,3,3,0,8,2,2,0,2,2,2,0,0,0,0,"[ 2,1 ]",369,25909,369,25911,9,0,4,54,797.7821379483148,0.73,54,798.74,127.24,0,0,17.28246962154423
