uniqueid,jointTripNum,hhid,pnum,userClass,tourNum,tourSubTourNum,personTripNum,tourTripNum,mainTourTripNum,subTourTripNum,jointTourNum,jointTripRole,direction,obBundleNum,ibBundleNum,escortingRole,jointSpecEvtTour,party,origTaz,origMaz,destTaz,destMaz,origPurp,destPurp,mode,prelimDepartInterval,finalDepartMinute,tripDistance,prelimArriveInterval,finalArriveMinute,activityMinutesAtDest,pnrParkTaz,pnrParkMaz, vot
35,0,481,5,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 5 ]",94,23653,94,23540,0,3,14,21,306.4151064384103,0.14,21,309.22,386.12,0,0,7.5475851816168475
36,0,481,5,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 5 ]",94,23540,94,23653,3,0,14,47,696.4151064384104,0.14,47,699.22,729.70,0,0,7.5475851816168475
1,0,482,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",94,23732,100,22658,0,72,1,58,860.5648349774035,1.60,58,864.48,26.88,0,0,6.230371344803152
2,0,482,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",100,22658,67,25058,72,73,1,60,893.3048252117785,5.98,61,904.96,3.36,0,0,6.230371344803152
3,0,482,1,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",67,25058,94,23732,73,0,1,61,910.2648471844348,2.65,62,916.59,511.47,0,0,6.230371344803152
4,0,482,2,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",94,23732,61,24818,0,1,1,55,815.5648349774035,1.94,55,820.23,203.39,0,0,7.052831596227565
5,0,482,2,1,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",61,24818,94,23732,1,0,1,69,1025.5648349774035,2.03,69,1030.41,397.65,0,0,7.052831596227565
1,0,483,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",94,23732,466,466,0,1,1,31,464.1940308966233,10.06,32,482.32,558.56,0,0,16.87146496535874
2,0,483,1,1,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",466,466,94,23732,1,0,1,69,1034.1940308966232,10.06,70,1052.34,384.35,0,0,16.87146496535874
3,0,483,2,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",94,23732,444,444,0,1,1,25,374.1940308966233,5.99,26,384.08,491.80,0,0,14.815096406313495
4,0,483,2,1,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",444,444,94,23732,1,0,1,58,869.1940308966233,6.18,59,879.53,557.16,0,0,14.815096406313495
1,0,484,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",95,23227,108,23287,0,62,5,33,480.88585400403576,1.28,33,549.93,-34.95,0,0,5.13811571151402
2,0,484,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",108,23287,57,24306,62,61,14,36,521.585866211067,2.13,36,564.19,-39.95,0,0,5.13811571151402
3,0,484,1,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",57,24306,95,23227,61,0,5,36,530.845875976692,2.52,37,594.47,828.92,0,0,5.13811571151402
4,0,484,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",95,23227,134,23208,0,62,17,18,255.88585400403576,1.27,18,259.34,-2.56,0,0,1.4602017816506727
5,0,484,3,3,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 3 ]",134,23208,393,22335,62,3,17,18,263.38585400403576,6.01,19,273.22,426.06,0,0,1.4602017816506727
6,0,484,3,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 3 ]",393,22335,95,23227,3,0,17,48,705.8858540040358,5.30,49,715.79,707.60,0,0,1.4602017816506727
7,0,484,4,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 4 ]",95,23227,94,23540,0,3,14,20,285.88585400403576,0.63,20,298.49,415.79,0,0,0.32607720551431835
8,0,484,4,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 4 ]",94,23540,95,23227,3,0,14,49,720.8858540040358,0.63,49,733.49,689.90,0,0,0.32607720551431835
1,0,485,1,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",95,23263,60,24773,0,1,1,23,338.12926115213446,2.07,23,343.29,490.47,0,0,33.61582103708581
2,0,485,1,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",60,24773,134,23283,1,62,1,56,833.1292611521344,2.91,56,840.69,3.89,0,0,33.61582103708581
3,0,485,1,2,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",134,23283,67,25061,62,9,1,57,843.9492684763532,3.80,57,853.48,3.70,0,0,33.61582103708581
4,0,485,1,2,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",67,25061,118,22167,9,9,1,58,856.5492440622907,5.43,58,869.89,3.15,0,0,33.61582103708581
5,0,485,1,2,1,0,5,5,5,0,0,0,2,0,0,0,0,"[ 1 ]",118,22167,95,23263,9,0,1,59,872.4092294138532,2.90,59,879.61,551.02,0,0,33.61582103708581
6,0,485,2,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",95,23263,97,23836,0,9,1,22,323.12926115213446,0.88,22,325.22,111.30,0,0,35.73917822138394
7,0,485,2,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",97,23836,389,22300,9,9,1,30,435.88927091775946,4.84,30,449.77,1.43,0,0,35.73917822138394
8,0,485,2,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",389,22300,140,22740,9,8,1,30,450.5692635935407,2.90,31,457.72,4.28,0,0,35.73917822138394
9,0,485,2,3,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 2 ]",140,22740,95,23263,8,0,1,31,461.36925138650946,3.38,32,470.66,18.10,0,0,35.73917822138394
10,1,485,2,3,2,0,5,1,1,0,1,1,1,0,0,0,0,"[ 2,4,3 ]",95,23263,18,22250,0,5,3,33,488.12926115213446,4.80,34,499.63,53.87,0,0,35.73917822138394
11,2,485,2,3,2,0,6,2,2,0,1,1,2,0,0,0,0,"[ 2,4,3 ]",18,22250,18,22384,5,5,3,37,552.8691903513532,0.20,37,552.63,6.27,0,0,35.73917822138394
12,3,485,2,3,2,0,7,3,3,0,1,1,2,0,0,0,0,"[ 2,4,3 ]",18,22384,18,22283,5,5,3,38,558.2692147654157,0.20,38,558.63,5.67,0,0,35.73917822138394
13,4,485,2,3,2,0,8,4,4,0,1,1,2,0,0,0,0,"[ 2,4,3 ]",18,22283,95,23263,5,0,3,38,563.6692391794782,4.73,39,575.63,198.13,0,0,35.73917822138394
14,5,485,2,3,3,0,9,1,1,0,2,1,1,0,0,0,0,"[ 2,4,3 ]",95,23263,135,23594,0,9,14,52,773.1292611521344,1.24,52,797.63,-16.39,0,0,35.73917822138394
15,6,485,2,3,3,0,10,2,2,0,2,1,1,0,0,0,0,"[ 2,4,3 ]",135,23594,111,23210,9,8,14,52,780.6092416208844,0.75,53,794.63,160.33,0,0,35.73917822138394
16,7,485,2,3,3,0,11,3,3,0,2,1,2,0,0,0,0,"[ 2,4,3 ]",111,23210,134,23208,8,6,14,64,954.3292733591657,0.63,64,966.63,-5.41,0,0,35.73917822138394
17,8,485,2,3,3,0,12,4,4,0,2,1,2,0,0,0,0,"[ 2,4,3 ]",134,23208,95,23263,6,0,14,64,960.5892831247907,1.27,65,985.63,445.00,0,0,35.73917822138394
18,1,485,3,3,1,0,1,1,1,0,1,2,1,0,0,0,0,"[ 2,4,3 ]",95,23263,18,22250,0,5,4,33,488.12926115213446,4.80,34,499.63,53.87,0,0,73.93408371723605
19,2,485,3,3,1,0,2,2,2,0,1,2,2,0,0,0,0,"[ 2,4,3 ]",18,22250,18,22384,5,5,4,37,552.8691903513532,0.20,37,552.63,6.27,0,0,73.93408371723605
20,3,485,3,3,1,0,3,3,3,0,1,2,2,0,0,0,0,"[ 2,4,3 ]",18,22384,18,22283,5,5,4,38,558.2692147654157,0.20,38,558.63,5.67,0,0,73.93408371723605
21,4,485,3,3,1,0,4,4,4,0,1,2,2,0,0,0,0,"[ 2,4,3 ]",18,22283,95,23263,5,0,4,38,563.6692391794782,4.73,39,575.63,198.13,0,0,73.93408371723605
22,5,485,3,3,2,0,5,1,1,0,2,2,1,0,0,0,0,"[ 2,4,3 ]",95,23263,135,23594,0,9,14,52,773.1292611521344,1.24,52,797.63,-16.39,0,0,73.93408371723605
23,6,485,3,3,2,0,6,2,2,0,2,2,1,0,0,0,0,"[ 2,4,3 ]",135,23594,111,23210,9,8,14,52,780.6092416208844,0.75,53,794.63,160.33,0,0,73.93408371723605
24,7,485,3,3,2,0,7,3,3,0,2,2,2,0,0,0,0,"[ 2,4,3 ]",111,23210,134,23208,8,6,14,64,954.3292733591657,0.63,64,966.63,-5.41,0,0,73.93408371723605
25,8,485,3,3,2,0,8,4,4,0,2,2,2,0,0,0,0,"[ 2,4,3 ]",134,23208,95,23263,6,0,14,64,960.5892831247907,1.27,65,985.63,445.00,0,0,73.93408371723605
26,1,485,4,3,1,0,1,1,1,0,1,2,1,0,0,0,0,"[ 2,4,3 ]",95,23263,18,22250,0,5,4,33,488.12926115213446,4.80,34,499.63,53.87,0,0,13.708256628386291
27,2,485,4,3,1,0,2,2,2,0,1,2,2,0,0,0,0,"[ 2,4,3 ]",18,22250,18,22384,5,5,4,37,552.8691903513532,0.20,37,552.63,6.27,0,0,13.708256628386291
28,3,485,4,3,1,0,3,3,3,0,1,2,2,0,0,0,0,"[ 2,4,3 ]",18,22384,18,22283,5,5,4,38,558.2692147654157,0.20,38,558.63,5.67,0,0,13.708256628386291
29,4,485,4,3,1,0,4,4,4,0,1,2,2,0,0,0,0,"[ 2,4,3 ]",18,22283,95,23263,5,0,4,38,563.6692391794782,4.73,39,575.63,198.13,0,0,13.708256628386291
30,5,485,4,3,2,0,5,1,1,0,2,2,1,0,0,0,0,"[ 2,4,3 ]",95,23263,135,23594,0,9,14,52,773.1292611521344,1.24,52,797.63,-16.39,0,0,13.708256628386291
31,6,485,4,3,2,0,6,2,2,0,2,2,1,0,0,0,0,"[ 2,4,3 ]",135,23594,111,23210,9,8,14,52,780.6092416208844,0.75,53,794.63,160.33,0,0,13.708256628386291
32,7,485,4,3,2,0,7,3,3,0,2,2,2,0,0,0,0,"[ 2,4,3 ]",111,23210,134,23208,8,6,14,64,954.3292733591657,0.63,64,966.63,-5.41,0,0,13.708256628386291
33,8,485,4,3,2,0,8,4,4,0,2,2,2,0,0,0,0,"[ 2,4,3 ]",134,23208,95,23263,6,0,14,64,960.5892831247907,1.27,65,985.63,445.00,0,0,13.708256628386291
1,0,486,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",95,23263,18,22250,0,61,1,27,398.5016427609494,4.80,28,410.96,-10.92,0,0,4.0177962400694
2,0,486,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",18,22250,95,23263,61,0,1,27,399.04165130587126,4.73,28,411.04,33.46,0,0,4.0177962400694
3,0,486,1,1,2,0,3,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",95,23263,57,24755,0,15,1,30,443.5016427609494,2.52,30,450.57,-1.57,0,0,5.56972879303739
4,0,486,1,1,2,0,4,2,2,0,0,0,1,0,0,0,0,"[ 1 ]",57,24755,57,24755,15,15,1,30,448.0016427609494,0.18,30,448.47,10.57,0,0,5.56972879303739
5,0,486,1,1,2,0,5,3,3,0,0,0,1,0,0,0,0,"[ 1 ]",57,24755,95,23227,15,1,1,31,458.04165130587126,2.52,31,465.24,84.26,0,0,5.56972879303739
6,0,486,1,3,2,1,6,1,0,1,0,0,1,0,0,0,0,"[ 1 ]",95,23227,186,23464,1,72,1,37,548.5016427609494,1.60,37,553.03,60.09,0,0,4.0177962400694
7,0,486,1,3,2,1,7,2,0,2,0,0,2,0,0,0,0,"[ 1 ]",186,23464,95,23362,72,9,1,41,612.1216378781369,1.60,41,616.96,4.36,0,0,4.0177962400694
8,0,486,1,3,2,1,8,3,0,3,0,0,2,0,0,0,0,"[ 1 ]",95,23362,95,23227,9,1,1,42,620.3216500851681,0.34,42,621.32,18.18,0,0,4.0177962400694
9,0,486,1,3,2,2,9,1,0,1,0,0,1,0,0,0,0,"[ 1 ]",95,23227,67,25058,1,9,1,43,638.5016427609494,2.96,43,645.68,30.40,0,0,4.0177962400694
10,0,486,1,3,2,2,10,2,0,2,0,0,2,0,0,0,0,"[ 1 ]",67,25058,95,23227,9,1,1,45,675.0816598507931,2.96,46,682.50,32.00,0,0,4.0177962400694
11,0,486,1,1,2,0,11,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",95,23227,95,23263,1,0,1,48,713.5016427609494,0.34,48,714.50,716.50,0,0,5.56972879303739
12,0,486,2,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",95,23263,174,25163,0,61,1,28,413.5016427609494,3.21,28,421.58,131.50,0,0,13.718752467162755
13,0,486,2,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",174,25163,95,23263,61,0,1,37,552.0816598507931,3.21,38,559.85,871.15,0,0,13.718752467162755
1,0,487,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",95,23307,100,22658,0,1,4,33,489.8245206745692,2.38,33,494.45,27.69,0,0,5.363883574470976
2,0,487,1,3,1,1,2,1,0,1,0,0,1,0,0,0,0,"[ 1 ]",100,22658,100,22658,1,72,14,35,519.8245206745692,0.59,35,531.62,1.84,0,0,5.209013498698988
3,0,487,1,3,1,1,3,2,0,2,0,0,2,0,0,0,0,"[ 1 ]",100,22658,100,22658,72,1,14,36,531.1445279987879,0.59,36,542.94,339.20,0,0,5.209013498698988
4,0,487,1,1,1,0,4,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",100,22658,95,23307,1,0,4,59,879.8245206745692,1.35,59,883.14,549.18,0,0,5.363883574470976
5,1,487,2,3,1,0,1,1,1,0,1,1,1,0,0,0,0,"[ 2,3 ]",95,23307,67,24955,0,7,14,33,489.8245206745692,2.96,33,548.32,-45.26,0,0,3.517763786241544
6,2,487,2,3,1,0,2,2,2,0,1,1,1,0,0,0,0,"[ 2,3 ]",67,24955,185,23445,7,6,14,34,500.7445341023036,2.79,34,556.32,-42.68,0,0,3.517763786241544
7,3,487,2,3,1,0,3,3,3,0,1,1,1,0,0,0,0,"[ 2,3 ]",185,23445,174,25163,6,5,5,34,511.3245206745692,3.14,35,554.32,-29.40,0,0,3.517763786241544
8,4,487,2,3,1,0,4,4,4,0,1,1,1,0,0,0,0,"[ 2,3 ]",174,25163,60,24773,5,5,14,35,522.6045499714442,1.34,35,549.32,78.96,0,0,3.517763786241544
9,5,487,2,3,1,0,5,5,5,0,1,1,2,0,0,0,0,"[ 2,3 ]",60,24773,134,23283,5,6,14,42,625.9645353230067,2.91,42,683.32,-44.22,0,0,3.517763786241544
10,6,487,2,3,1,0,6,6,6,0,1,1,2,0,0,0,0,"[ 2,3 ]",134,23283,23,23479,6,9,14,43,636.7845426472254,1.43,43,665.32,-18.36,0,0,3.517763786241544
11,7,487,2,3,1,0,7,7,7,0,1,1,2,0,0,0,0,"[ 2,3 ]",23,23479,95,23307,9,0,14,43,644.6445279987879,2.59,44,696.32,736.00,0,0,3.517763786241544
12,1,487,3,3,1,0,1,1,1,0,1,2,1,0,0,0,0,"[ 2,3 ]",95,23307,67,24955,0,7,14,33,489.8245206745692,2.96,33,548.32,-45.26,0,0,1.6851476878895357
13,2,487,3,3,1,0,2,2,2,0,1,2,1,0,0,0,0,"[ 2,3 ]",67,24955,185,23445,7,6,14,34,500.7445341023036,2.79,34,556.32,-42.68,0,0,1.6851476878895357
14,3,487,3,3,1,0,3,3,3,0,1,2,1,0,0,0,0,"[ 2,3 ]",185,23445,174,25163,6,5,5,34,511.3245206745692,3.14,35,554.32,-29.40,0,0,1.6851476878895357
15,4,487,3,3,1,0,4,4,4,0,1,2,1,0,0,0,0,"[ 2,3 ]",174,25163,60,24773,5,5,14,35,522.6045499714442,1.34,35,549.32,78.96,0,0,1.6851476878895357
16,5,487,3,3,1,0,5,5,5,0,1,2,2,0,0,0,0,"[ 2,3 ]",60,24773,134,23283,5,6,14,42,625.9645353230067,2.91,42,683.32,-44.22,0,0,1.6851476878895357
17,6,487,3,3,1,0,6,6,6,0,1,2,2,0,0,0,0,"[ 2,3 ]",134,23283,23,23479,6,9,14,43,636.7845426472254,1.43,43,665.32,-18.36,0,0,1.6851476878895357
18,7,487,3,3,1,0,7,7,7,0,1,2,2,0,0,0,0,"[ 2,3 ]",23,23479,95,23307,9,0,14,43,644.6445279987879,2.59,44,696.32,736.00,0,0,1.6851476878895357
1,0,488,2,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",95,23307,378,25628,0,1,1,16,233.57738685170176,7.19,17,247.15,197.51,0,0,5.408537296749618
2,0,488,2,3,1,1,2,1,0,1,0,0,1,0,0,0,0,"[ 2 ]",378,25628,67,25061,1,72,1,30,443.57738685170176,4.99,31,452.34,40.00,0,0,3.327108123975984
3,0,488,2,3,1,1,3,2,0,2,0,0,2,0,0,0,0,"[ 2 ]",67,25061,378,25628,72,1,1,33,491.257379527483,4.91,34,499.47,20.19,0,0,3.327108123975984
4,0,488,2,3,1,2,4,1,0,1,0,0,1,0,0,0,0,"[ 2 ]",378,25628,134,23283,1,8,1,35,518.5773868517018,6.29,36,530.22,64.36,0,0,3.327108123975984
5,0,488,2,3,1,2,5,2,0,2,0,0,2,0,0,0,0,"[ 2 ]",134,23283,378,25628,8,1,1,40,593.4973697618581,6.29,41,604.96,214.70,0,0,3.327108123975984
6,0,488,2,1,1,0,6,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",378,25628,95,23307,1,0,1,55,818.5773868517018,11.50,57,841.18,38.48,0,0,5.408537296749618
7,0,488,2,3,2,0,7,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",95,23307,201,22114,0,9,1,59,878.5773868517018,5.31,60,890.18,153.86,0,0,3.327108123975984
8,0,488,2,3,2,0,8,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",201,22114,95,23307,9,0,1,70,1042.9573917345142,5.31,71,1054.59,376.49,0,0,3.327108123975984
9,0,488,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",95,23307,393,22506,0,3,4,18,263.57738685170176,5.30,19,271.14,443.52,0,0,10.349509752660085
10,0,488,3,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",393,22506,95,23307,3,0,4,48,713.5773868517018,5.30,49,723.48,707.60,0,0,10.349509752660085
1,1,489,1,3,1,0,1,1,1,0,0,0,1,1,0,1,0,"[ 1,3,5 ]",95,23351,155,21813,0,411,3,19,280.3301315970549,6.22,20,290.98,9.62,0,0,4.435344605988391
2,2,489,1,3,1,0,2,2,2,0,0,0,1,1,0,1,0,"[ 1,5 ]",155,21813,94,23540,411,411,2,20,297.77013403846115,6.03,21,308.42,9.24,0,0,4.435344605988391
3,0,489,1,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",94,23540,95,23351,411,0,1,21,314.8301315970549,0.63,21,316.69,26.47,0,0,4.435344605988391
4,0,489,1,2,2,0,4,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",95,23351,187,23621,0,42,2,23,340.3301315970549,1.34,23,344.41,6.43,0,0,6.983364125165442
5,0,489,1,2,2,0,5,2,2,0,0,0,1,0,0,0,0,"[ 1 ]",187,23621,109,23712,42,1,1,24,348.01012427283615,0.27,24,348.87,204.29,0,0,6.983364125165442
6,0,489,1,3,2,1,6,1,0,1,0,0,1,0,0,0,0,"[ 1 ]",109,23712,138,23257,1,61,1,37,550.3301315970549,1.57,37,555.33,7.17,0,0,4.435344605988391
7,0,489,1,3,2,1,7,2,0,2,0,0,2,0,0,0,0,"[ 1 ]",138,23257,109,23712,61,1,1,38,559.6701584525237,1.58,38,564.50,183.66,0,0,4.435344605988391
8,0,489,1,3,2,2,8,1,0,1,0,0,1,0,0,0,0,"[ 1 ]",109,23712,138,23216,1,42,2,50,745.3301315970549,1.57,50,750.33,37.17,0,0,4.435344605988391
9,0,489,1,3,2,2,9,2,0,2,0,0,2,0,0,0,0,"[ 1 ]",138,23216,109,23712,42,1,2,53,784.6701584525237,1.58,53,789.49,63.67,0,0,4.435344605988391
10,0,489,1,2,2,0,10,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",109,23712,95,23351,1,0,1,57,850.3301315970549,1.21,57,854.11,578.72,0,0,6.983364125165442
11,0,489,2,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",95,23351,467,467,0,1,1,3,40.33013159705493,19.39,6,79.65,818.51,0,0,13.009207422342001
12,0,489,2,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",467,467,95,23351,1,0,1,60,895.3301315970549,19.39,63,934.56,23.60,0,0,13.009207422342001
13,0,489,2,3,2,0,3,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",95,23351,97,23836,0,8,15,64,955.3301315970549,0.88,64,959.73,-8.33,0,0,12.001214990047517
14,0,489,2,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",97,23836,95,23351,8,0,15,64,948.5701218314299,0.88,64,952.97,110.19,0,0,12.001214990047517
15,3,489,2,3,3,0,5,1,1,0,1,1,1,0,0,0,0,"[ 2,3 ]",95,23351,67,25061,0,7,14,71,1060.330131597055,2.96,71,1118.83,47.27,0,0,12.001214990047517
16,4,489,2,3,3,0,6,2,2,0,1,1,2,0,0,0,0,"[ 2,3 ]",67,25061,55,24065,7,5,14,78,1163.2701950736175,1.85,78,1199.83,-25.03,0,0,12.001214990047517
17,5,489,2,3,3,0,7,3,3,0,1,1,2,0,0,0,0,"[ 2,3 ]",55,24065,95,23351,5,0,14,78,1171.9701462454925,1.68,79,1204.83,228.00,0,0,12.001214990047517
18,1,489,3,3,1,0,1,1,1,0,0,0,1,1,0,2,0,"[ 1,3,5 ]",95,23351,155,21813,0,3,4,19,280.3301315970549,6.22,20,290.98,412.18,0,0,18.380900980221316
19,0,489,3,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",155,21813,95,23351,3,0,4,47,700.3301315970549,6.11,48,714.51,138.65,0,0,18.380900980221316
20,6,489,3,3,2,0,3,1,1,0,2,1,1,0,0,0,0,"[ 3,4 ]",95,23351,193,22267,0,5,14,57,850.3301315970549,2.35,57,896.83,6.63,0,0,18.380900980221316
21,7,489,3,3,2,0,4,2,2,0,2,1,2,0,0,0,0,"[ 3,4 ]",193,22267,95,23351,5,0,14,60,900.6301193900237,2.35,61,946.83,56.33,0,0,18.380900980221316
22,0,489,3,3,3,0,5,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",95,23351,94,23540,0,73,14,67,1000.3301315970549,0.63,67,1012.93,13.97,0,0,18.380900980221316
23,0,489,3,3,3,0,6,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",94,23540,95,23351,73,0,14,69,1024.07012183143,0.63,69,1036.67,26.49,0,0,18.380900980221316
24,3,489,3,3,4,0,7,1,1,0,1,2,1,0,0,0,0,"[ 2,3 ]",95,23351,67,25061,0,7,14,71,1060.330131597055,2.96,71,1118.83,47.27,0,0,18.380900980221316
25,4,489,3,3,4,0,8,2,2,0,1,2,2,0,0,0,0,"[ 2,3 ]",67,25061,55,24065,7,5,14,78,1163.2701950736175,1.85,78,1199.83,-25.03,0,0,18.380900980221316
26,5,489,3,3,4,0,9,3,3,0,1,2,2,0,0,0,0,"[ 2,3 ]",55,24065,95,23351,5,0,14,78,1171.9701462454925,1.68,79,1204.83,228.00,0,0,18.380900980221316
27,0,489,4,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 4 ]",95,23351,123,22046,0,3,17,14,205.33013159705493,4.39,15,213.39,504.77,0,0,17.150707324542864
28,0,489,4,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 4 ]",123,22046,95,23351,3,0,17,48,715.3301315970549,4.39,49,723.44,129.72,0,0,17.150707324542864
29,6,489,4,3,2,0,3,1,1,0,2,2,1,0,0,0,0,"[ 3,4 ]",95,23351,193,22267,0,5,14,57,850.3301315970549,2.35,57,896.83,6.63,0,0,17.150707324542864
30,7,489,4,3,2,0,4,2,2,0,2,2,2,0,0,0,0,"[ 3,4 ]",193,22267,95,23351,5,0,14,60,900.6301193900237,2.35,61,946.83,486.00,0,0,17.150707324542864
31,1,489,5,3,1,0,1,1,1,0,0,0,1,1,0,2,0,"[ 1,3,5 ]",95,23351,155,21813,0,411,4,19,280.3301315970549,6.22,20,290.98,9.62,0,0,7.975720408491325
32,2,489,5,3,1,0,2,2,2,0,0,0,1,1,0,2,0,"[ 1,5 ]",155,21813,94,23540,411,3,4,20,297.77013403846115,6.03,21,308.42,439.74,0,0,7.975720408491325
33,0,489,5,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 5 ]",94,23540,67,25061,3,9,14,50,745.3301315970549,2.56,50,796.53,-38.25,0,0,7.975720408491325
34,0,489,5,3,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 5 ]",67,25061,67,25058,9,73,14,51,755.4501267142424,0.32,51,761.65,2.27,0,0,7.975720408491325
35,0,489,5,3,1,0,5,5,5,0,0,0,2,0,0,0,0,"[ 5 ]",67,25058,144,22988,73,9,5,51,761.0901413626799,4.96,52,825.38,-46.54,0,0,7.975720408491325
36,0,489,5,3,1,0,6,6,6,0,0,0,2,0,0,0,0,"[ 5 ]",144,22988,113,22941,9,8,14,52,776.0101242728362,0.24,52,780.81,3.51,0,0,7.975720408491325
37,0,489,5,3,1,0,7,7,7,0,0,0,2,0,0,0,0,"[ 5 ]",113,22941,95,23351,8,0,4,52,781.4901047415862,2.10,53,787.06,645.77,0,0,7.975720408491325
1,0,490,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",95,23351,18,22250,0,72,4,38,559.1393173840221,4.80,39,571.60,119.72,0,0,1.8619843490911259
2,0,490,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",18,22250,95,23351,72,0,4,47,694.6792954113658,4.73,48,706.68,194.10,0,0,1.8619843490911259
3,0,490,1,3,2,0,3,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",95,23351,65,25346,0,8,4,61,904.1393173840221,10.47,62,921.82,182.90,0,0,1.8619843490911259
4,0,490,1,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",65,25346,95,23351,8,0,4,75,1108.079258790272,8.03,76,1125.95,300.69,0,0,1.8619843490911259
5,0,490,2,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",95,23351,66,25124,0,5,5,39,574.1393173840221,2.86,39,668.91,-63.85,0,0,13.910670386513486
6,0,490,2,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",66,25124,95,23351,5,0,4,41,608.4193466808971,2.86,42,615.43,330.35,0,0,13.910670386513486
7,0,490,2,3,2,0,3,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",95,23351,67,25061,0,73,4,64,949.1393173840221,2.96,64,956.31,83.55,0,0,13.910670386513486
8,0,490,2,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",67,25061,95,23351,73,0,4,70,1043.2192734387095,2.96,71,1050.56,376.08,0,0,13.910670386513486
1,1,491,1,2,1,0,1,1,1,0,0,0,1,1,0,1,0,"[ 1,5 ]",95,23370,19,23642,0,412,2,19,274.54755971992483,3.25,19,282.11,0.99,0,0,21.930086742999265
